"","SpeciesSSet","Freq","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"Anodonthyla_boulengerii","Anodonthyla_boulengerii",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.130027364810603,-0.065944308963196,0.152371263063,-0.0569403859750652,0.0198690745994827,0.120617362825657
"Bitis_gabonica","Bitis_gabonica",14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0380978051409966,0.025949490216846,-0.00581992561696798,-0.0584980862645483,-0.11994605241577,-0.167990003126046,-0.182379481279947,-0.156731777175299,-0.10158877635272,-0.0372255353562189,0.0174431474023051,0.05229068089125,0.0671129585870834,NA,NA,NA,NA,NA,NA,NA
"Bitis_nasicornis","Bitis_nasicornis",13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0244834020850651,-0.0557197411837702,-0.136430020574938,-0.260094536222741,-0.36769032670901,-0.375021230737045,-0.245102558593167,-0.0371613463299711,0.127412375926961,0.16287377265831,0.0916528293449031,0.0162965872921539,NA,NA,NA,NA,NA,NA,NA,NA
"Blommersia_angolafa","Blommersia_angolafa",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436398260491213,0.183969171409649,-0.315887723785046,-0.315887723785046,0.0614868800125472,NA
"Blommersia_grandisonae","Blommersia_grandisonae",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.197928100692171,0.0989026593815836,-0.223366126439861,-0.483134238502186,0.362516875676528,-0.561058386323947
"Boophis_albilabris","Boophis_albilabris",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0921803231584306,0.664583174801932,-0.43976318566981,-0.621436936668467,-0.239543115651434,0.342031600667996
"Boophis_albipunctatus","Boophis_albipunctatus",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.162775506909072,NA,NA,NA,NA
"Boophis_bottae","Boophis_bottae",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.664552439532326,0.650315827121113,0.281498311132726,-0.646991041140855,0.851576090214847,-0.0216815097413907
"Boophis_luteus","Boophis_luteus",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.781967312965569,0.156491167019144,0.453457336521869,-0.580044251510242,0.237578139068228,0.263111113848801
"Boophis_madagascariensis","Boophis_madagascariensis",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0299655691970289,0.0288203001946057,-0.309241060514898,-0.295799969281503,0.304318252765266,-0.032865583620416
"Boophis_marojezensis","Boophis_marojezensis",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00202372384762067,-0.259340107484205,-0.0987189478631276,0.0126538620332893,-0.239726555773233,0.429596547053981
"Boophis_popi","Boophis_popi",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260601338608373,-0.54274599011198,NA,NA,NA,NA
"Boophis_pyrrhus","Boophis_pyrrhus",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.629960054141632,0.035634081706628,0.0356340817066279,NA
"Boophis_roseipalmatus","Boophis_roseipalmatus",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0414361167780326
"Boophis_rufioculis","Boophis_rufioculis",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090633043663999,-0.158694387179266,-0.3503655063592,0.28189379959698,-0.0517546460506007,0.0859583272984199
"Casarea_dussumieri","Casarea_dussumieri",9,1,NA,NA,NA,NA,NA,-0.0295124898228225,-0.0295124898228225,-0.0295124898228224,0.130408586269623,0.130408586269623,0.130408586269622,0.130408586269623,0.0197528083560054,0.0197528083560054,0.0197528083560054,0.0197528083560055,0.0197528083560054,0.0197528083560054,0.0197528083560054,-0.00309013999587213,-0.00309013999587206,-0.00309013999587211,-0.00309013999587215,-0.00309013999587202,-0.00309013999587211,-0.00309013999587214,-0.0177845383807291,-0.0177845383807291,-0.0177845383807289,-0.0177845383807291,-0.0177845383807291,-0.0177845383807291,-0.0177845383807291,-0.0177845383807289,-0.0177845383807291,-0.0177845383807291,-0.0177845383807289,-0.0177845383807291,NA,NA,NA,NA,NA,NA,NA
"Cophyla_barbouri","Cophyla_barbouri",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046212711873887,-0.153219111838961,-0.0235953688358166,-0.358195501893886,0.459426888684585,NA
"Cophyla_grandis","Cophyla_grandis",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24537383270615,-0.414608087661732,0.0385789059335518,-0.0207180583890164,-0.0207180583890162,-0.0379188818151799
