"","SpeciesSSet","Freq","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Anous_stolidus","Anous_stolidus",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326606256887672,0.326606256887672,0.1249387366083,0.1249387366083,NA,NA,NA,NA,NA,NA,NA
"Arenaria_interpres","Arenaria_interpres",16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384467459919615,-0.00651351928789623,-0.00651351928789623,-0.00651351928789667,-0.00651351928789623,-0.00651351928789623,-0.00651351928789667,-0.00651351928789623,-0.0145731483269904,-0.0145731483269906,-0.0145731483269904,-0.0145731483269906,-0.0145731483269906,-0.0148369756752632,0.148094530007182,-0.0126939728118716,-0.0126939728118716,-0.132156506030703,-0.076039862579522,-0.0203810719383903,-0.0203810719383899,-0.0203810719383903,NA,NA,NA,-0.007234601994342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calidris_alba","Calidris_alba",43,1,NA,NA,NA,NA,NA,NA,0.0303392738672597,0.0269581395844867,0.0194202258810519,0.504432363047377,-0.0109512764126767,-0.0160787283947688,-0.0212871496933911,-0.0269859303922781,-0.0325250178099343,-0.0368188034456927,-0.0393924153305827,-0.00141370828118855,-0.000349535465731391,0.00256381508604579,0.00685706257826476,0.0116312935488171,0.0054455526764039,-0.0730986716665496,0.194114176547838,-0.00407542796699643,-0.0784934614758501,-0.00616778322185244,0.016732062773299,0.016020965990867,0.0157494209505604,0.0418119850848293,0.0415497735864934,NA,-0.00499270112298467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calidris_alpina","Calidris_alpina",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.138719001768655,0.01003920566143,0.0100392056614291,0.01003920566143,0.01003920566143,0.01003920566143,0.01003920566143,0.01003920566143,0.0252727735545728,0.0252727735545726,0.0252727735545728,0.0252727735545728,0.025272773554573,0.0252727735545728,0.0340155763195584,-0.0379846822641394,-0.0379846822641401,-0.0379846822641394,-0.0860085701897089,-0.0860085701897089,-0.0860085701897089,-0.0860085701897089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calidris_canutus","Calidris_canutus",52,1,NA,NA,NA,NA,NA,NA,0.0147924674062643,0.0143475566598137,0.0129606343132709,0.0759557130267614,-0.00459130089232129,-0.00829007153636896,-0.01227168037472,-0.0162049767103036,-0.0205370143194152,-0.0259646347006512,-0.0324253385912876,-0.0513968643798986,-0.0549148034393276,-0.0573720516821692,-0.0587744625492594,-0.0588467087886069,-0.057081511071836,0.0196043027436546,-0.000646647290284038,-0.0496604489261356,0.0247122736062487,-0.0334870428940263,0.0473655992619698,-0.0988214699799785,-0.180533471998284,-0.0687676901947649,-0.085155854311237,0,NA,-0.318758762624413,-0.338818556553381,0.444896075802341,-0.046009547724978,NA,NA,NA,NA,NA,NA,NA,NA
"Calidris_ferruginea","Calidris_ferruginea",38,1,NA,NA,NA,NA,NA,NA,-0.0455464153959113,-0.0404358506736964,-0.029143146678809,0.00619958329999148,0.00631686218950644,0.00358364769665576,0.00230320166676057,0.0113644659558592,0.0283442448997135,0.0380924670394061,0.0279464954775488,0.0129593017310548,0.00100207402782774,0.00603181879929486,0.0195364007531017,0.0232782757060021,0.00279120932167665,0.00828758053477685,-0.00902067095565329,0.00616484368730674,-0.00460935330421486,-0.124406530987909,-0.0275912359410553,-0.0441161306873536,-0.00953377929715771,0.114479712838469,0.204648280630296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calidris_minuta","Calidris_minuta",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0387709734387585,-0.0387709734387585,-0.0387709734387576,-0.0387709734387585,-0.0387709734387576,0.00979778540363374,-0.0550763818343376,0.0135912050622891,0.0135912050622891,0.0138006857776358,0.0138006857776354,-0.0311841341214478,-0.0311841341214478,-0.0311841341214478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calidris_pusilla","Calidris_pusilla",9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012524927078656,-0.0125249270786556,-0.0125249270786559,-0.0125249270786559,-0.0125249270786559,-0.0125249270786559,-0.0125249270786562,-0.0125249270786559,-0.0125249270786559,-0.0125249270786556,-0.0125249270786559,-0.0125249270786559,-0.0125249270786559,-0.0125249270786559,-0.0125249270786559,-0.0125249270786562,-0.0125249270786562,-0.0125249270786556,-0.0125249270786559,-0.0125249270786559,-0.0125249270786559,-0.0125249270786559,-0.0125249270786559,-0.0125249270786559,-0.0125249270786559,-0.0125249270786559,-0.0967420690082482,-0.0967420690082482,0.404412980056989,NA,NA,NA,NA,NA,NA
"Calonectris_diomedea","Calonectris_diomedea",25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0754585812494045,0.0754585812494045,0.0754585812494044,0.00843846342678303,0.00843846342678312,0.00843846342678312,0.0252466876005736,0.0252466876005738,0.0252466876005737,0.0252466876005737,0.0252466876005737,0.0252466876005737,0.0252466876005738,0.0252466876005736,0.0252466876005739,0.0237839335848699,0.0237839335848701,0.02378393358487,0.02378393358487,0.02378393358487,0.0237839335848701,0.02378393358487,0.0237839335848701,0.02378393358487,0.0237839335848699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charadrius_hiaticula","Charadrius_hiaticula",9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.181215985005307,-0.00983794618287703,-0.00983794618287703,-0.00983794618287792,-0.00983794618287703,-0.00983794618287703,-0.00983794618287792,-0.00983794618287703,-0.0101621260180216,-0.010162126018022,-0.0101621260180216,-0.0101621260180216,-0.0101621260180216,-0.0101621260180216,0.0443601226026256,-0.0273756843215787,-0.0273756843215787,-0.0273756843215791,-0.166608922486451,-0.0449134224602803,-0.0449134224602803,-0.0449134224602803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charadrius_pecuarius","Charadrius_pecuarius",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.197025165891324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
